Assignment group,FullDescr,Resolution notes
DPSMES Global L2,"ecs02 (LOG_BATCH_JOB_MON) job_name: LWS_AppNoteEff, host_id: cisnt09, message: Ended not OK, Mon Jun 13 06:00:30 EDT 2022, memname: LWS_AppNoteEff.exe  order_id **SWIVEL TICKET **

EventID: ATF-NAPCMFTMDX1-EVENT-ab7d9938-cf6f-11ec-91b3-42010a09c409-3881
EventSender: ATF-NAPCMFTMDX1
EventType: PERFORMANCE
EventSenderType: ATF-NAGIOS
EventClass: LOG_BATCH_JOB_MON
EventSeverity: 1
Hostname: ecs02
Message: job_name: LWS_AppNoteEff, host_id: cisnt09, message: Ended not OK, Mon Jun 13 06:00:30 EDT 2022, memname: LWS_AppNoteEff.exe  order_id: 2fzk3 severity: V status: Not_Noticed  send_time: 20220613060030 last_user:   last_time: , call_type: I alert_id: 450096  data_center: Production
ConfigItemIDType: CIID
ConfigItemID: SNC.G.P01.013938086
SupportGroup: 
TTCategory: Mainframe.JobSchedule.ProdCntl
CorrelationTime: SEV processed event after 5 min  
TimeOccured: 2022-06-13T10:05:10Z
CreatedBy: ATF-EVENTROUTER-1

Additional Attributes:
TicketSummary: ecs02 (LOG_BATCH_JOB_MON) job_name: LWS_AppNoteEff, host_id: cisnt09, message: Ended not OK, Mon Jun 13 06:00:30 EDT 2022, memname: LWS_AppNoteEff.exe  order_id: 2fzk3 severity: V status: Not_Noticed  send_time: 20220613060030 last_user:   last_time: , call_type: I alert_id: 450096  data_center: Production
Sev Event Auto-Close: Auto-Close Stateless Event after Change
EMKR: UMF
FunctionalOrganization: SCHNEIDER ELECTRIC
Sev Event Steady State: Stateless
KPIID: dummy1


PA
Pruthvi Raj B A
Additional comments •2022-06-13 07:53:06
Hello Team,

Please route this ticket to DPSMES with sev2 priority.","Problem: ecs02 (LOG_BATCH_JOB_MON) job_name: LWS_AppNoteEff, host_id: cisnt09, message: Ended not OK, Mon Jun 13 06:00:30 EDT 2022, memname: LWS_AppNoteEff.exe  order_id
 
Cause: [ Main Cause Type:Patch/ Release;Sub Cause Type: Installation issue ]
Moving cisnt09 to AWS.
 
Action: Fix Missing permissions, files, firewall rules.
 
Customer Confirmation: N/A"
DPSMES Global L2,"ecs02 (LOG_BATCH_JOB_MON) job_name: LWS_Distribution_ColumbiaMO, host_id: cisnt09, message: Ended not OK, Mon Jun 20 18:00:50 EDT  
ecs02 (LOG_BATCH_JOB_MON) job_name: LWS_Distribution_ColumbiaMO, host_id: cisnt09, message: Ended not OK, Mon Jun 20 18:00:50 EDT 2022, memname: LWS_Distributio


EventID: ATF-NAPCMFTMDX1-EVENT-ab7d9938-cf6f-11ec-91b3-42010a09c409-2599
EventSender: ATF-NAPCMFTMDX1
EventType: PERFORMANCE
EventSenderType: ATF-NAGIOS
EventClass: LOG_BATCH_JOB_MON
EventSeverity: 1
Hostname: ecs02
Message: job_name: LWS_Distribution_ColumbiaMO, host_id: cisnt09, message: Ended not OK, Mon Jun 20 18:00:50 EDT 2022, memname: LWS_Distribution.exe  order_id: 2g4q7 severity: V status: Not_Noticed  send_time: 20220620180050 last_user:   last_time: , call_type: I alert_id: 451233  data_center: Production
ConfigItemIDType: CIID
ConfigItemID: SNC.G.P01.013938086
SupportGroup: 
TTCategory: Mainframe.JobSchedule.ProdCntl
CorrelationTime: SEV processed event after 5 min  
TimeOccured: 2022-06-20T22:05:11Z
CreatedBy: ATF-EVENTROUTER-1

Additional Attributes:
FunctionalOrganization: SCHNEIDER ELECTRIC
Sev Event Steady State: Stateless
KPIID: dummy1
TicketSummary: ecs02 (LOG_BATCH_JOB_MON) job_name: LWS_Distribution_ColumbiaMO, host_id: cisnt09, message: Ended not OK, Mon Jun 20 18:00:50 EDT 2022, memname: LWS_Distribution.exe  order_id: 2g4q7 severity: V status: Not_Noticed  send_time: 20220620180050 last_user:   last_time: , call_type: I alert_id: 451233  data_center: Production
Sev Event Auto-Close: Auto-Close Stateless Event after Change
EMKR: UMF



=========================================================

KS
Kesavanarayanan S
Work notes•2022-06-20 19:14:53
A ticket needs to be assigned DPSMES with sev2.
","Problem: ecs02 (LOG_BATCH_JOB_MON) job_name: LWS_Distribution_ColumbiaMO, host_id: cisnt09, message: Ended not OK, Mon Jun 20 18:00:50 EDT 
 
Cause: [ Main Cause Type:Infrastructure;Sub Cause Type: Network issue ]
 
Action: Force Ok completion and wait for next cycle.
 
Customer Confirmation: N/A"
DPSMES Global L2,"ecs02 (LOG_BATCH_JOB_MON) job_name: LWS_Distribution_Monterrey6, host_id: cisnt09, message: Ended not OK, Sun Mar 20 14:00:51 EDT 2022, memname: LWS_Distributio EventID: ATF-NAMUMFTMDX01-EVENT-854e9cb8-71e1-11eb-82e9-005056ab4d4f-4811775
EventSender: ATF-NAMUMFTMDX01
EventType: PERFORMANCE
EventSenderType: ATF-UMF-NAM1
EventClass: LOG_BATCH_JOB_MON
EventSeverity: 1
Hostname: ecs02
Message: job_name: LWS_Distribution_Monterrey6, host_id: cisnt09, message: Ended not OK, Sun Mar 20 14:00:51 EDT 2022, memname: LWS_Distribution.exe  order_id: 2e8bu severity: V status: Not_Noticed  send_time: 20220320140051 last_user:   last_time: , call_type: I alert_id: 442416  data_center: Production
ConfigItemIDType: CIID
ConfigItemID: SNC.G.P01.013938086
SupportGroup: 
TTCategory: Mainframe.JobSchedule.ProdCntl
CorrelationTime: SEV processed event after 5 min  
TimeOccured: 2022-03-20T18:05:10Z
CreatedBy: ATF-EVENTROUTER-1

Additional Attributes:
FunctionalOrganization: SCHNEIDER ELECTRIC
EMKR: UMF
EventSteadyState: Stateless
TicketSummary: ecs02 (LOG_BATCH_JOB_MON) job_name: LWS_Distribution_Monterrey6, host_id: cisnt09, message: Ended not OK, Sun Mar 20 14:00:51 EDT 2022, memname: LWS_Distribution.exe  order_id: 2e8bu severity: V status: Not_Noticed  send_time: 20220320140051 last_user:   last_time: , call_type: I alert_id: 442416  data_center: Production
KPIID: dummy1

system
Email sent•2022-03-20 21:00:31
Email sent
Subject:[ATOS] SCHNEIDER ELECTRIC INC029473496 3 - Medium assigned to ZZ.ServiceDesk.NAM.SE
From:IT Service Desk
To:ezra.bautista@atos.net, birlen.aquino@atos.net, al-christian.adap@atos.net, sherry.geneta@atos.net, francis.ogdoc@atos.net...
Show email details
KS
Kesavanarayanan S
Field changes•2022-03-20 21:00:03
Assigned to[Empty]wasKesavanarayanan S
Assignment GroupZZ.ServiceDesk.NAM.SEwasZZ.Mainframe.WO.ProdCNTRL.SE
Incident StatePending AssignmentwasIn Progress
StatePending AssignmentwasIn Progress
Transfer ReasonReferred on to next group
KS
Kesavanarayanan S
Work notes•2022-03-20 20:58:50
A ticket needs to be assigned DPSMES with sev2.
U0
USR.01.029528261
Work notes•2022-03-20 20:16:03
duplicate detected: EVENT0080224311
U0
USR.01.029528261
Work notes•2022-03-20 18:56:03
duplicate detected: EVENT0080220522
KS
Kesavanarayanan S
Field changes•2022-03-20 18:19:03
Assigned toKesavanarayanan S
Incident StateIn ProgresswasNew
StateIn ProgresswasNew
U0
USR.01.029528261
Work notes•2022-03-20 18:16:03
duplicate detected: EVENT0080218750","Problem: job_name: LWS_Distribution_Monterrey6, host_id: cisnt09, message: Ended not OK, Sun Mar 20 14:00:51 EDT 2022, memname: LWS_Distributio
 
Cause: [ Main Cause Type:Data;Sub Cause Type: Incorrect data ]
 
Action: None, job ran fine when data was corrected.
 
Customer Confirmation: N/A"
DPSMES Global L2,"ecs02 (LOG_BATCH_JOB_MON) job_name: LWS_Distribution_Tlaxcala, host_id: cisnt09, message: Ended not OK, Fri Jul  1 16:00:47 EDT 2022, memname: LWS_Distribution. ** SWIVEL TICKET**

EventID: ATF-NAPCMFTMDX1-EVENT-ab7d9938-cf6f-11ec-91b3-42010a09c409-28396
EventSender: ATF-NAPCMFTMDX1
EventType: PERFORMANCE
EventSenderType: ATF-NAGIOS
EventClass: LOG_BATCH_JOB_MON
EventSeverity: 1
Hostname: ecs02
Message: job_name: LWS_Distribution_Tlaxcala, host_id: cisnt09, message: Ended not OK, Fri Jul  1 16:00:47 EDT 2022, memname: LWS_Distribution.exe  order_id: 2gdf3 severity: V status: Not_Noticed  send_time: 20220701160046 last_user:   last_time: , call_type: I alert_id: 452719  data_center: Production
ConfigItemIDType: CIID
ConfigItemID: SNC.G.P01.013938086
SupportGroup: 
TTCategory: Mainframe.JobSchedule.ProdCntl
CorrelationTime: SEV processed event after 5 min  
TimeOccured: 2022-07-01T20:05:11Z
CreatedBy: ATF-EVENTROUTER-1

Additional Attributes:
FunctionalOrganization: SCHNEIDER ELECTRIC
Sev Event Steady State: Stateless
KPIID: dummy1
Sev Event Auto-Close: Auto-Close Stateless Event after Change
EMKR: UMF
TicketSummary: ecs02 (LOG_BATCH_JOB_MON) job_name: LWS_Distribution_Tlaxcala, host_id: cisnt09, message: Ended not OK, Fri Jul  1 16:00:47 EDT 2022, memname: LWS_Distribution.exe  order_id: 2gdf3 severity: V status: Not_Noticed  send_time: 20220701160046 last_user:   last_time: , call_type: I alert_id: 452719  data_center: Production

RM
Ravikanth S M
Work notes•2022-07-01 16:27:32

Hi SD Team,

Please raise a sev2 ticket to DPSMES group.

",Force ok completion and wait for next cycle.
DPSMES Global L2,"ecs02 (LOG_BATCH_JOB_MON) job_name: LWS_HistoryPurge_ColumbiaMO, host_id: cisnt09, message: Ended not OK EventID: ATF-NAPCMFTMDX1-EVENT-ab7d9938-cf6f-11ec-91b3-42010a09c409-39718
EventSender: ATF-NAPCMFTMDX1
EventType: PERFORMANCE
EventSenderType: ATF-NAGIOS
EventClass: LOG_BATCH_JOB_MON
EventSeverity: 1
Hostname: ecs02
Message: job_name: LWS_HistoryPurge_ColumbiaMO, host_id: cisnt09, message: Ended not OK, Sun Jun 12 17:00:03 EDT 2022, memname: LWS_HistoryPurge.exe  order_id: 2fyqb severity: V status: Not_Noticed  send_time: 20220612170003 last_user:   last_time: , call_type: I alert_id: 450034  data_center: Production
ConfigItemIDType: CIID
ConfigItemID: SNC.G.P01.013938086
SupportGroup: 
TTCategory: Mainframe.JobSchedule.ProdCntl
CorrelationTime: SEV processed event after 5 min  
TimeOccured: 2022-06-12T21:05:10Z
CreatedBy: ATF-EVENTROUTER-1

Additional Attributes:
Sev Event Steady State: Stateless
KPIID: dummy1
FunctionalOrganization: SCHNEIDER ELECTRIC
EMKR: UMF
TicketSummary: ecs02 (LOG_BATCH_JOB_MON) job_name: LWS_HistoryPurge_ColumbiaMO, host_id: cisnt09, message: Ended not OK, Sun Jun 12 17:00:03 EDT 2022, memname: LWS_HistoryPurge.exe  order_id: 2fyqb severity: V status: Not_Noticed  send_time: 20220612170003 last_user:   last_time: , call_type: I alert_id: 450034  data_center: Production
Sev Event Auto-Close: Auto-Close Stateless Event after Change

JM
Jenefer M
Work notes•2022-06-12 17:30:24
Hi SD Team,
Please create a SEV2 incident for DPSMES group.
Job LWS_HistoryPurge_ColumbiaMO Ended not OK
Notified to David","Problem: ecs02 (LOG_BATCH_JOB_MON) job_name: LWS_HistoryPurge_ColumbiaMO, host_id: cisnt09, message: Ended not OK
 
Cause: [ Main Cause Type:Patch/ Release;Sub Cause Type: Installation issue ]
Moving cisnt09 to AWS.
 
Action: Fix Missing permissions, files, firewall rules.
 
Customer Confirmation: N/A"
DPSMES Global L2,"ecs02 (LOG_BATCH_JOB_MON) job_name: LWS_HistoryPurge_Monterrey6, host_id: cisnt09, message: Ended not OK EventID: ATF-NAMUMFTMDX01-EVENT-854e9cb8-71e1-11eb-82e9-005056ab4d4f-5022843
EventSender: ATF-NAMUMFTMDX01
EventType: PERFORMANCE
EventSenderType: ATF-UMF-NAM1
EventClass: LOG_BATCH_JOB_MON
EventSeverity: 1
Hostname: ecs02
Message: job_name: LWS_HistoryPurge_Monterrey6, host_id: cisnt09, message: Ended not OK, Sun Apr 10 19:02:56 EDT 2022, memname: LWS_HistoryPurge.exe  order_id: 2eo74 severity: V status: Not_Noticed  send_time: 20220410190256 last_user:   last_time: , call_type: I alert_id: 444091  data_center: Production
ConfigItemIDType: CIID
ConfigItemID: SNC.G.P01.013938086
SupportGroup: 
TTCategory: Mainframe.JobSchedule.ProdCntl
CorrelationTime: SEV processed event after 5 min  
TimeOccured: 2022-04-10T23:05:21Z
CreatedBy: ATF-EVENTROUTER-1

Additional Attributes:
EventSteadyState: Stateless
TicketSummary: ecs02 (LOG_BATCH_JOB_MON) job_name: LWS_HistoryPurge_Monterrey6, host_id: cisnt09, message: Ended not OK, Sun Apr 10 19:02:56 EDT 2022, memname: LWS_HistoryPurge.exe  order_id: 2eo74 severity: V status: Not_Noticed  send_time: 20220410190256 last_user:   last_time: , call_type: I alert_id: 444091  data_center: Production
KPIID: dummy1
FunctionalOrganization: SCHNEIDER ELECTRIC
EMKR: UMF

AT
Ashish Thakar
Additional comments•2022-04-10 19:50:34
David has been notified on same issue.

@Service Desk : Please raise a SEV 2 ticket for DPSMES queue.",Job was run manually.
DPSMES Global L2,"ecs02 (LOG_BATCH_JOB_MON) job_name: LWS_HistoryPurge_Monterrey6, host_id: cisnt09, message: Ended not OK, Sun Apr 24 19:02:29 EDT 2022, memname: LWS_HistoryPurg EventID: ATF-NAMUMFTMDX01-EVENT-854e9cb8-71e1-11eb-82e9-005056ab4d4f-5110344
EventSender: ATF-NAMUMFTMDX01
EventType: PERFORMANCE
EventSenderType: ATF-UMF-NAM1
EventClass: LOG_BATCH_JOB_MON
EventSeverity: 1
Hostname: ecs02
Message: job_name: LWS_HistoryPurge_Monterrey6, host_id: cisnt09, message: Ended not OK, Sun Apr 24 19:02:29 EDT 2022, memname: LWS_HistoryPurge.exe  order_id: 2eyje severity: V status: Not_Noticed  send_time: 20220424190229 last_user:   last_time: , call_type: I alert_id: 445239  data_center: Production
ConfigItemIDType: CIID
ConfigItemID: SNC.G.P01.013938086
SupportGroup: 
TTCategory: Mainframe.JobSchedule.ProdCntl
CorrelationTime: SEV processed event after 5 min  
TimeOccured: 2022-04-24T23:05:27Z
CreatedBy: ATF-EVENTROUTER-1

Additional Attributes:
EventSteadyState: Stateless
TicketSummary: ecs02 (LOG_BATCH_JOB_MON) job_name: LWS_HistoryPurge_Monterrey6, host_id: cisnt09, message: Ended not OK, Sun Apr 24 19:02:29 EDT 2022, memname: LWS_HistoryPurge.exe  order_id: 2eyje severity: V status: Not_Noticed  send_time: 20220424190229 last_user:   last_time: , call_type: I alert_id: 445239  data_center: Production
KPIID: dummy1
FunctionalOrganization: SCHNEIDER ELECTRIC
EMKR: UMF

RM
Ravikanth S M

Work notes•2022-04-24 19:27:36

Notified to David

Hi SD Team

Please raise a sev2 ticket to DPSMES group.
","Problem: ecs02 (LOG_BATCH_JOB_MON) job_name: LWS_HistoryPurge_Monterrey6, host_id: cisnt09, message: Ended not OK, Sun Apr 24 19:02:29 EDT 2022, memname: LWS_HistoryPurg
 
Cause: [ Main Cause Type:Scheduling issue;Sub Cause Type: Delay in Batch job ]
 
Action: Job took more than 3 hours to finish, for this reason was timing out on server and I had to run it from my PC.
 
Customer Confirmation: N/A"
DPSMES Global L2,"ecs02 (LOG_BATCH_JOB_MON) job_name: LWS_HistoryPurge_Primary, host_id: cisnt09, message: Ended not OK EventID: ATF-NAPCMFTMDX1-EVENT-ab7d9938-cf6f-11ec-91b3-42010a09c409-39717
EventSender: ATF-NAPCMFTMDX1
EventType: PERFORMANCE
EventSenderType: ATF-NAGIOS
EventClass: LOG_BATCH_JOB_MON
EventSeverity: 1
Hostname: ecs02
Message: job_name: LWS_HistoryPurge_Primary, host_id: cisnt09, message: Ended not OK, Sun Jun 12 17:00:03 EDT 2022, memname: LWS_HistoryPurge.exe  order_id: 2fyqa severity: V status: Not_Noticed  send_time: 20220612170003 last_user:   last_time: , call_type: I alert_id: 450033  data_center: Production
ConfigItemIDType: CIID
ConfigItemID: SNC.G.P01.013938086
SupportGroup: 
TTCategory: Mainframe.JobSchedule.ProdCntl
CorrelationTime: SEV processed event after 5 min  
TimeOccured: 2022-06-12T21:05:10Z
CreatedBy: ATF-EVENTROUTER-1

Additional Attributes:
TicketSummary: ecs02 (LOG_BATCH_JOB_MON) job_name: LWS_HistoryPurge_Primary, host_id: cisnt09, message: Ended not OK, Sun Jun 12 17:00:03 EDT 2022, memname: LWS_HistoryPurge.exe  order_id: 2fyqa severity: V status: Not_Noticed  send_time: 20220612170003 last_user:   last_time: , call_type: I alert_id: 450033  data_center: Production
EMKR: UMF
Sev Event Auto-Close: Auto-Close Stateless Event after Change
KPIID: dummy1
FunctionalOrganization: SCHNEIDER ELECTRIC
Sev Event Steady State: Stateless

JM
Jenefer M
Work notes•2022-06-12 17:31:33
Hi SD Team,
Please create a SEV2 incident for DPSMES group.
Job LWS_HistoryPurge_Primary Ended not OK
Notified to David","Problem: ecs02 (LOG_BATCH_JOB_MON) job_name: LWS_HistoryPurge_Primary, host_id: cisnt09, message: Ended not OK
 
Cause: [ Main Cause Type:Patch/ Release;Sub Cause Type: Installation issue ]
Moving cisnt09 to AWS.
 
Action: Fix Missing permissions, files, firewall rules.
 
Customer Confirmation: N/A"
DPSMES Global L2,"ecs02 (LOG_BATCH_JOB_MON) job_name: LWS_MoveToProd, host_id: cisnt09, message: Ended not OK, Wed May 18 23:00:29 EDT 2022, memname: LWS_MoveToProd.exe  order_id **Swivel Ticket**
ecs02 (LOG_BATCH_JOB_MON) job_name: LWS_MoveToProd, host_id: cisnt09, message: Ended not OK, Wed May 18 23:00:29 EDT 2022, memname: LWS_MoveToProd.exe  order_id

EventID: ATF-NAPCMFTMDX1-EVENT-ab7d9938-cf6f-11ec-91b3-42010a09c409-1893
EventSender: ATF-NAPCMFTMDX1
EventType: PERFORMANCE
EventSenderType: ATF-NAGIOS
EventClass: LOG_BATCH_JOB_MON
EventSeverity: 1
Hostname: ecs02
Message: job_name: LWS_MoveToProd, host_id: cisnt09, message: Ended not OK, Wed May 18 23:00:29 EDT 2022, memname: LWS_MoveToProd.exe  order_id: 2fgn2 severity: V status: Not_Noticed  send_time: 20220518230029 last_user:   last_time: , call_type: I alert_id: 447380  data_center: Production
ConfigItemIDType: CIID
ConfigItemID: SNC.G.P01.013938086
SupportGroup: 
TTCategory: Mainframe.JobSchedule.ProdCntl
CorrelationTime: SEV processed event after 5 min  
TimeOccured: 2022-05-19T03:05:11Z
CreatedBy: ATF-EVENTROUTER-1

Additional Attributes:
EMKR: UMF
Sev Event Auto-Close: Auto-Close Stateless Event after Change
TicketSummary: ecs02 (LOG_BATCH_JOB_MON) job_name: LWS_MoveToProd, host_id: cisnt09, message: Ended not OK, Wed May 18 23:00:29 EDT 2022, memname: LWS_MoveToProd.exe  order_id: 2fgn2 severity: V status: Not_Noticed  send_time: 20220518230029 last_user:   last_time: , call_type: I alert_id: 447380  data_center: Production
KPIID: dummy1
FunctionalOrganization: SCHNEIDER ELECTRIC
Sev Event Steady State: Stateless

============================================================
PR
Priyadharshan R
Additional comments•2022-05-19 11:38:00
ecs02 (LOG_BATCH_JOB_MON) job_name: LWS_MoveToProd, host_id: cisnt09, message: Ended not OK

Hi SD Team,

Please raise a SEV2 Ticket to DPSMES Group.","Problem: ecs02 (LOG_BATCH_JOB_MON) job_name: LWS_MoveToProd, host_id: cisnt09, 
message: Ended not OK, 

Cause:: [ Main Cause Type:Scheduling issue;Sub Cause Type: Deadlock ]

Cause description : Deadlock issue in IMS table

Action taken : Wait for deadlock to clear and restarted the job from abended step.

Customer Confirmation : NA"
DPSMES Global L2,"ecs02 (LOG_BATCH_JOB_MON) job_name: LWS_ProdCatlgXref, host_id: cisnt09, message: Ended not OK, Wed Apr 20 23:01:41 EDT 2022, memname: LWS_CatlgXrefDwnld.exe  o EventID: ATF-NAMUMFTMDX01-EVENT-854e9cb8-71e1-11eb-82e9-005056ab4d4f-5102348
EventSender: ATF-NAMUMFTMDX01
EventType: PERFORMANCE
EventSenderType: ATF-UMF-NAM1
EventClass: LOG_BATCH_JOB_MON
EventSeverity: 1
Hostname: ecs02
Message: job_name: LWS_ProdCatlgXref, host_id: cisnt09, message: Ended not OK, Wed Apr 20 23:01:41 EDT 2022, memname: LWS_CatlgXrefDwnld.exe  order_id: 2evx7 severity: V status: Not_Noticed  send_time: 20220420230141 last_user:   last_time: , call_type: I alert_id: 444869  data_center: Production
ConfigItemIDType: CIID
ConfigItemID: SNC.G.P01.013938086
SupportGroup: 
TTCategory: Mainframe.JobSchedule.ProdCntl
CorrelationTime: SEV processed event after 5 min  
TimeOccured: 2022-04-21T03:12:11Z
CreatedBy: ATF-EVENTROUTER-1

Additional Attributes:
TicketSummary: ecs02 (LOG_BATCH_JOB_MON) job_name: LWS_ProdCatlgXref, host_id: cisnt09, message: Ended not OK, Wed Apr 20 23:01:41 EDT 2022, memname: LWS_CatlgXrefDwnld.exe  order_id: 2evx7 severity: V status: Not_Noticed  send_time: 20220420230141 last_user:   last_time: , call_type: I alert_id: 444869  data_center: Production
EventSteadyState: Stateless
KPIID: dummy1
FunctionalOrganization: SCHNEIDER ELECTRIC
EMKR: UMF



AT
Ashish Thakar
Additional comments•2022-04-21 04:10:27
Saran has been notified for the same issue.

@Service Desk : Please raise a SEV 2 ticket for DPSMES queue.


","Problem: ecs02 (LOG_BATCH_JOB_MON) job_name: LWS_ProdCatlgXref, host_id: cisnt09, message: Ended not OK, Wed Apr 20 23:01:41 EDT 2022, memname: LWS_CatlgXrefDwnld.exe  o
 
Cause: [ Main Cause Type:Data;Sub Cause Type: Deadlock ]
 
Action: Q2C issues fixed and job ran fine.
 
Customer Confirmation: N/A"
